AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,46.36,41.17,47.60,57.14,39.04,53.36,43.04,49.53
25-29,36.76,39.51,38.86,50.00,29.21,47.41,39.88,44.50
30-34,52.81,51.52,51.98,50.00,54.41,58.78,54.54,56.77
35-39,50.00,56.52,60.78,0.00,56.72,64.39,54.64,61.75
40-44,60.50,58.94,49.07,66.67,49.35,68.25,56.18,64.83
45-49,55.56,64.85,66.40,100.0,56.90,72.79,62.27,70.28
50-54,59.38,68.63,69.02,62.50,71.43,75.63,64.70,73.38
55-59,48.44,69.64,66.67,100.0,62.07,76.40,65.42,74.03
60-64,39.47,71.77,67.89,0.00,75.00,78.47,62.62,75.92
65-OVER,48.75,70.28,51.63,100.0,55.56,78.63,64.41,76.23
TOTAL,51.24,58.92,55.80,59.38,51.32,69.10,55.93,65.75
