PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SYLVESTER,49.08,57.56,33.33,53.91
SCOOTERVILLE,67.56,67.53,0.00,67.54
MINTON,71.24,72.62,0.00,71.96
BRIDGEBORO,65.88,68.48,100.0,67.27
COUNTY LINE,60.23,57.36,100.0,58.82
ISABELLA,69.76,71.83,0.00,70.84
PINEY WOODS,52.55,72.50,0.00,63.30
SYLVESTER EAST,66.97,66.09,50.00,66.44
POULAN,65.10,66.75,0.00,65.96
SUMNER,64.08,65.63,0.00,64.90
SHINGLER,76.61,75.47,0.00,76.02
RED ROCK,61.60,63.20,0.00,62.43
DOLES,68.18,70.95,0.00,69.61
OAKFIELD,63.64,66.06,0.00,64.84
88888,0.00,0.00,0.00,0.00
WARWICK,59.59,64.74,0.00,62.25
TOTAL,62.31,65.07,62.50,63.79
