PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
PALMYRA METH CHURCH,49.66,58.50,4.76,54.14
SHERWOOD ELEM,46.40,56.38,11.11,52.17
COVENANT CHURCH,50.43,59.71,25.00,55.40
GREENBRIAR CHURCH,67.57,70.76,20.00,69.25
WESTOVER HIGH,58.24,68.76,30.00,64.25
MERRY ACRES MIDDLE,56.62,62.30,18.18,59.62
DARTON COLLEGE,50.68,60.73,8.70,56.31
WESTTOWN ELEM,52.45,64.42,7.14,58.89
2ND MT ZION CHURCH,63.55,67.48,0.00,65.39
MT ZION CENTER,39.00,56.68,2.70,48.62
ALICE COACHMAN ELEM,58.28,73.25,0.00,66.84
CARVER TEEN CENTER,32.89,52.89,10.00,44.02
SHILOH BAPTIST CHURC,29.52,51.01,6.12,40.55
LITMAN CATHEDRAL,35.03,52.90,12.12,44.68
PHOEBE EDUCATION BLD,28.89,41.19,5.26,35.15
TURNER ELEM SCHOOL,14.54,27.35,4.35,20.85
JACKSON HEIGHTS ELEM,38.24,56.16,5.56,48.34
BILL MILLER CENTER,40.75,55.47,10.00,48.67
RADIUM MIDDLE SCHOOL,54.31,61.38,0.00,58.00
PUTNEY 1ST BAPT CHUR,57.66,64.52,23.08,61.04
INTERNATIONAL STUDIE,55.53,59.00,25.00,57.23
PHOEBE EAST,36.89,48.29,8.57,43.12
PINE BLUFF BAPT CHUR,50.88,62.07,7.69,56.67
ALBANY MIDDLE SCHOOL,42.41,54.86,9.09,49.50
CHRIST CHURCH,69.61,74.62,0.00,72.22
LAMAR REESE ELEM SCH,57.26,72.00,14.29,65.16
1ST CHRISTIAN CHURCH,55.52,61.55,25.00,58.64
LOVETT HALL,31.47,44.94,15.00,39.58
88888,27.27,0.00,0.00,16.67
99999,1.10,0.00,0.00,0.58
TOTAL,47.73,58.59,8.65,53.44
