AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,44.83,36.36,40.59,20.00,32.00,50.05,35.09,43.04
25-29,0.00,37.02,47.89,33.33,32.00,41.91,37.10,39.61
30-34,60.00,43.94,41.79,0.00,34.78,50.00,43.78,47.18
35-39,28.57,51.54,38.30,33.33,26.67,58.45,43.60,54.44
40-44,33.33,57.82,47.50,0.00,54.55,64.84,48.67,61.03
45-49,54.55,59.44,50.00,0.00,38.10,67.87,46.58,63.50
50-54,60.00,59.09,50.00,0.00,50.00,70.44,42.14,65.10
55-59,52.94,61.89,50.00,50.00,56.52,72.42,47.50,67.83
60-64,66.67,66.67,61.54,50.00,50.00,78.81,51.94,73.96
65-OVER,63.64,65.59,55.26,100.0,60.71,75.82,64.86,73.36
TOTAL,50.23,53.45,46.43,42.31,40.79,66.13,45.47,60.68
