AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,39.25,36.18,41.73,22.0,35.02,44.65,36.79,38.92
25-29,31.56,35.88,30.14,21.43,35.71,40.49,29.9,36.94
30-34,34.63,43.7,35.68,38.46,37.28,44.4,37.98,43.13
35-39,42.53,50.73,39.72,60.0,46.21,51.72,45.15,50.36
40-44,48.42,56.3,45.35,41.18,50.62,59.4,45.49,56.75
45-49,46.7,61.15,45.57,40.91,47.06,64.93,48.07,61.61
50-54,47.4,64.63,44.49,0.0,48.61,68.28,51.77,65.16
55-59,56.54,67.39,59.61,37.5,53.79,72.61,56.12,69.27
60-64,57.86,72.84,52.7,53.85,56.99,76.51,60.5,73.94
65-OVER,55.6,73.64,56.09,65.0,61.27,76.87,62.13,75.09
TOTAL,44.26,54.14,41.59,35.64,42.47,62.25,43.89,57.1
