AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.00,37.79,0.00,0.00,50.00,56.97,25.71,47.01
25-29,50.00,29.14,42.86,0.00,0.00,52.36,25.00,43.23
30-34,0.00,35.59,44.44,0.00,100.0,56.72,45.45,47.38
35-39,0.00,46.47,0.00,0.00,0.00,64.14,62.50,56.06
40-44,0.00,49.31,40.00,0.00,0.00,62.29,30.77,56.96
45-49,100.0,57.14,33.33,0.00,0.00,68.44,50.00,64.48
50-54,0.00,61.00,0.00,0.00,0.00,69.58,61.54,65.76
55-59,75.00,67.16,0.00,0.00,0.00,74.53,53.85,71.28
60-64,0.00,69.44,33.33,50.00,50.00,74.94,27.27,71.54
65-OVER,0.00,67.43,100.0,0.00,100.0,75.25,55.56,72.77
TOTAL,35.00,54.69,29.55,50.00,53.85,68.24,41.72,62.63
