AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.00,31.41,16.13,0.00,66.67,52.51,10.00,36.93
25-29,0.00,35.97,7.69,0.00,33.33,48.50,29.41,39.66
30-34,40.00,47.35,37.50,0.00,100.0,56.71,52.94,50.64
35-39,100.0,52.55,33.33,0.00,100.0,60.75,50.00,55.58
40-44,40.00,47.77,33.33,0.00,50.00,62.89,53.33,53.21
45-49,0.00,57.89,0.00,0.00,50.00,70.62,33.33,62.45
50-54,0.00,66.16,0.00,100.0,0.00,69.58,76.47,67.70
55-59,0.00,64.07,20.00,0.00,50.00,75.81,44.44,68.80
60-64,25.00,75.40,0.00,0.00,100.0,77.49,44.44,75.52
65-OVER,25.00,65.71,33.33,0.00,66.67,75.85,61.90,71.64
TOTAL,32.26,54.59,21.28,100.0,62.50,68.97,47.92,60.57
