AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0,60.87,44.44,0,50,0,0,0,0,0,62.5,33.33,0,0,0,0,47.5,48.5,0,34.55,29.55,46.59
30-34,0,70.59,57.89,0,25,0,0,0,0,0,75,0,0,50,16.67,0,57.37,59.69,0,28.3,17.14,54.86
35-39,0,65.22,46.43,0,0,100,0,0,0,0,57.14,100,0,0,100,100,67.33,59.35,0,53.06,37.50,61.49
40-44,0,47.37,35.29,0,0,0,0,0,0,0,28.57,66.67,0,33.33,25,0,63.9,70.42,0,45.95,40.00,63.66
45-49,0,48.15,55,0,100,0,0,0,100,0,100,66.67,0,100,33.33,0,75,71.31,0,53.7,48.57,70.54
50-54,0,72.22,70.83,0,0,0,0,0,0,0,25,0,0,66.67,80,0,72.41,70.02,0,58,40.00,69.42
55-59,0,70.59,50,0,0,0,0,0,0,0,100,100,0,75,50,0,75.18,72.58,0,66.67,39.39,72.24
60-64,0,60,58.82,0,0,0,0,0,0,0,66.67,50,0,0,66.67,0,75.64,75.47,0,58.93,65.71,73.73
65-OVER,0,68.75,50,0,80,0,0,0,0,0,40,83.33,0,0,25,0,72.27,77.47,0,72.16,56.90,73.86
TOTAL,0.0,62.37,52.02,0,42.11,12.5,0,0,100.0,0,53.66,58.33,0,45.45,43.75,100.0,68.81,69.67,0,53.96,42.51,67.15
