AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,12.5,22.71,45.83,0.0,22.22,43.55,48.39,38.45
30-34,20.0,36.46,55.0,100.0,20.0,57.19,66.67,52.46
35-39,25.0,35.15,33.33,0.0,0.0,63.29,52.17,56.68
40-44,0.0,49.71,42.86,0.0,33.33,68.29,36.84,63.12
45-49,66.67,53.85,38.46,0.0,40.0,69.07,50.0,64.97
50-54,60.0,57.54,42.86,0.0,33.33,75.0,51.72,70.36
55-59,33.33,64.71,50.0,0.0,66.67,76.57,52.17,73.33
60-64,50.0,68.0,12.5,0.0,0.0,78.89,66.67,76.21
65-OVER,100.0,70.93,50.0,0.0,100.0,79.13,38.89,77.15
TOTAL,39.47,53.04,42.74,33.33,37.14,70.36,50.68,66.02
