AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,100.0,0.00,50.00,0.00,77.78,59.14,41.03,57.66
25-29,0.00,0.00,11.11,0.00,25.00,47.41,51.35,46.51
30-34,100.0,0.00,66.67,0.00,40.00,55.32,57.45,55.27
35-39,0.00,60.00,75.00,0.00,0.00,64.17,51.61,63.38
40-44,0.00,100.0,50.00,0.00,66.67,67.79,67.50,67.52
45-49,66.67,50.00,50.00,100.0,0.00,71.63,66.00,70.90
50-54,100.0,0.00,70.00,0.00,50.00,71.76,72.46,71.84
55-59,80.00,0.00,81.82,0.00,83.33,76.87,71.26,76.59
60-64,71.43,0.00,80.00,100.0,60.00,81.37,81.11,81.22
65-OVER,69.23,75.00,69.57,66.67,100.0,78.10,80.38,78.17
TOTAL,65.96,42.86,59.80,50.00,62.50,72.58,69.52,72.25
