PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BOLD SPRINGS,73.23,75.38,33.33,74.30
WHATLEY,71.04,77.04,0.00,74.16
WALKER PARK,68.02,70.84,100.0,69.53
GRATIS,73.59,76.06,100.0,74.85
BETWEEN,71.09,73.35,0.00,72.27
WALNUT GROVE,67.49,68.29,75.00,67.93
LOGANVILLE NORTH,62.48,64.85,100.0,63.75
SOCIAL CIRCLE,63.37,68.80,50.00,66.36
SOUTH MONROE,57.35,63.18,0.00,60.58
NORTH MONROE,48.87,58.42,50.00,54.49
LOGANVILLE SOUTH,60.58,66.13,66.67,63.62
WEST WALTON,72.23,75.04,100.0,73.68
BROKEN ARROW,66.81,70.36,100.0,68.70
BAY CREEK,68.32,74.00,50.00,71.21
E MONROE,48.27,54.90,100.0,52.20
W MONROE,70.30,73.78,0.00,72.11
TARA,65.09,70.26,50.00,67.86
MOUNTAIN,63.44,65.29,0.00,64.43
JERSEY,75.29,75.77,100.0,75.56
BLASINGAME,70.43,80.04,0.00,75.30
GOOD HOPE,71.63,75.59,0.00,73.61
99999,0.00,0.00,0.00,0.00
TOTAL,65.22,68.84,65.71,67.16
