AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,21.74,34.66,29.46,30.0,34.72,44.91,36.67,40.99
25-29,26.92,28.1,23.81,33.33,25.0,40.62,42.13,37.86
30-34,43.33,47.33,46.03,120.0,43.48,51.69,47.81,50.52
35-39,50.0,51.2,60.47,57.14,50.0,56.86,49.13,55.23
40-44,52.27,60.26,48.78,50.0,61.54,59.3,49.82,57.97
45-49,53.85,59.55,62.82,83.33,70.83,64.57,59.16,63.23
50-54,51.85,65.78,60.42,100.0,58.82,67.39,62.95,66.45
55-59,55.0,70.67,52.94,50.0,46.15,73.35,60.38,71.44
60-64,50.0,68.44,64.52,50.0,66.67,75.58,57.58,73.3
65-OVER,40.0,69.98,54.17,0.0,52.94,73.75,57.69,71.98
TOTAL,43.52,54.83,47.99,57.14,46.15,61.88,50.84,59.21
