AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,41.67,38.21,32.35,25.00,39.29,58.56,35.54,48.50
25-29,46.15,39.21,42.31,0.00,26.32,59.76,50.00,49.91
30-34,58.33,51.02,38.89,50.00,50.00,68.26,57.78,60.42
35-39,53.85,59.65,36.36,25.00,60.00,75.59,64.52,68.74
40-44,86.67,64.31,53.85,100.0,42.86,77.00,56.94,71.78
45-49,66.67,64.32,50.00,0.00,50.00,79.13,58.82,73.41
50-54,77.27,66.37,75.00,33.33,71.43,81.87,58.75,75.54
55-59,59.09,69.23,60.00,0.00,40.00,81.85,61.25,76.61
60-64,72.73,73.02,75.00,33.33,60.00,85.06,53.23,80.03
65-OVER,75.76,73.87,66.67,66.67,87.50,82.86,62.41,80.07
TOTAL,66.06,60.26,49.71,34.62,46.81,77.06,54.55,70.23
