AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,30.32,33.78,0.0,50.0,51.05,31.31,44.13
25-29,25.0,25.4,34.78,0.0,20.0,45.33,23.08,37.83
30-34,0.0,40.53,28.57,0.0,35.71,53.55,43.48,48.9
35-39,50.0,45.64,26.09,0.0,16.67,65.78,45.61,58.31
40-44,33.33,51.72,48.39,0.0,75.0,68.34,46.15,63.61
45-49,50.0,54.84,30.0,100.0,50.0,72.66,57.5,67.41
50-54,100.0,57.87,51.85,0.0,100.0,69.96,61.9,66.6
55-59,100.0,69.57,18.75,100.0,50.0,76.28,55.26,73.21
60-64,100.0,65.71,60.0,0.0,20.0,78.15,50.0,74.2
65-OVER,72.73,63.93,40.0,0.0,100.0,78.04,60.0,74.87
TOTAL,58.33,52.1,36.09,60.0,40.3,68.4,44.2,62.91
