AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.00,41.53,44.00,0.00,33.33,59.69,40.86,53.98
25-29,100.0,44.23,36.36,0.00,55.56,52.00,47.06,50.21
30-34,0.00,52.27,25.00,0.00,50.00,64.03,60.56,61.51
35-39,100.0,60.63,100.0,100.0,100.0,69.22,56.06,66.95
40-44,75.00,64.13,100.0,100.0,100.0,75.83,46.88,71.93
45-49,50.00,72.31,28.57,0.00,75.00,77.14,63.64,75.33
50-54,0.00,67.69,100.0,100.0,40.00,82.15,65.22,79.03
55-59,50.00,72.67,50.00,100.0,100.0,83.67,74.47,81.32
60-64,50.00,77.78,50.00,0.00,100.0,84.01,42.42,81.36
65-OVER,50.00,68.90,50.00,100.0,33.33,84.05,65.45,81.36
TOTAL,50.00,63.68,51.28,85.71,58.33,75.78,55.03,72.41
