PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
FIRST PRESBYTERIAN,20.50,17.61,66.67,19.00
JEA BUILDING,14.14,13.68,33.33,13.92
CENTRAL CHURCH OF,20.76,20.16,0.00,20.44
GRACE UNITED,16.16,14.21,0.00,15.08
IMMANUEL BAPTIST,7.12,8.09,0.00,7.63
ISLE OF HOPE SCHOOL,19.78,16.78,0.00,18.11
ISLE OF HOPE BAPTIST,25.27,20.50,0.00,22.75
THE SANCTUARY,12.39,13.82,0.00,13.19
ST LUKE CHURCH,16.23,15.75,0.00,15.95
FERGUSON AVE BAPTIST,16.81,14.15,0.00,15.39
ISLANDS CHRISTIAN CH,13.60,11.79,0.00,12.59
BLACKSHEAR,9.10,10.18,0.00,9.68
W W LAW CENTER,8.79,11.42,0.00,10.11
FELLOWSHIP OF LOVE,11.98,18.46,0.00,15.62
HOLY SPIRIT LUTHERAN,12.10,18.19,16.67,15.33
ELI WHITNEY COMPLEX,6.88,13.97,0.00,11.05
CHRIST COMMUNITY,12.37,17.10,0.00,15.18
SALVATION ARMY,11.46,15.48,0.00,13.74
S GARDENS CHRISTIAN,11.13,15.12,20.00,13.45
WILLIAMS COURT APTS,7.84,10.42,0.00,9.12
OLD COURTHOUSE,12.30,10.47,0.00,11.43
ROSE OF SHARON,17.50,14.99,0.00,16.17
SAVANNAH HIGH SCHOOL,7.42,9.28,0.00,8.53
FIRST AFRICAN BAPTIST,12.64,20.02,0.00,16.83
ALDERSGATE YOUTH,8.84,11.82,0.00,10.53
JENKINS HIGH SCHOOL,12.82,16.88,0.00,15.02
COKESBURY METHODIST,25.93,21.37,0.00,23.35
BIBLE BAPTIST CHURCH,13.18,16.13,0.00,14.85
SOUTHSIDE BAPTIST CH,10.07,14.92,0.00,12.80
THUNDERBOLT MUN,11.02,15.51,0.00,13.48
NEW COV 7 DAY ADV CH,7.56,8.02,0.00,7.81
RIVERVIEW HEALTH REH,16.88,21.61,0.00,19.46
ELI WHITNEY COMPLEX,21.60,20.92,0.00,21.25
FRANK MURRAY,10.39,10.45,0.00,10.42
LIGHTHOUSE BAPTIST,14.21,11.38,0.00,12.70
SAINT FRANCIS,13.91,11.41,0.00,12.53
FIRST BAPTIST CHURCH,11.27,13.11,100.0,12.27
WILMINGTON ISLAND,9.24,7.93,0.00,8.52
WILMINGTON ISLAND,16.94,14.22,0.00,15.43
GUARD HOUSE COMM,14.72,12.01,50.00,13.33
TYBEE IS SCH CAFE,16.37,13.55,0.00,14.83
ST PETERS EPISCOPAL,21.85,20.74,0.00,21.25
SKID IS PRES CHURCH,24.54,20.08,0.00,22.18
SKID METHODIST CH,17.70,15.93,0.00,16.76
SKIDAWAY ISLAND STAT,22.83,19.42,0.00,20.92
BARTLETT MIDDLE,9.76,10.93,0.00,10.42
SENIOR CITIZEN CENTER,9.95,14.02,0.00,12.16
BUTLER PRESBYTERIAN,14.35,17.28,0.00,16.01
LIBERTY CITY,20.44,27.92,0.00,24.58
SEED CHURCH,8.81,12.87,0.00,11.12
ELKS LODGE,6.00,6.94,0.00,6.53
SAVANNAH PRIMITIVE,11.74,12.31,0.00,12.08
JONESVILLE BAPT CH,15.05,19.49,33.33,17.68
LARGO-TIBET ELEMENTA,11.93,13.01,0.00,12.55
WHITE BLUFF,11.20,11.79,0.00,11.54
WINDSOR FOREST,23.31,22.19,0.00,22.67
CRUSADER COMMUNITY,14.85,17.61,0.00,16.32
WINDSOR FOREST,8.59,11.57,0.00,10.26
THE LIGHT CHURCH,9.71,14.16,0.00,12.42
ST. FRANCIS CABRINI,12.28,12.88,0.00,12.64
TRINITY LUTHERAN,11.80,11.72,0.00,11.74
GEORGETOWN,11.29,10.79,0.00,11.01
BAMBOO FARMS,5.48,6.60,0.00,6.09
GARDEN CITY SENIOR,13.88,14.09,0.00,13.98
PB EDWARDS,10.26,10.26,0.00,10.26
LAKE SHORE COMMUNITY,6.05,7.13,0.00,6.64
WOODLAWN BAPTIST,8.05,7.22,0.00,7.59
POOLER CITY HALL,5.76,6.15,0.00,5.97
ROTHWELL BAPTIST,7.07,6.94,25.00,7.02
BLOOMINGDALE,8.01,7.12,0.00,7.54
SOUTHWEST BAPTIST,9.87,9.95,0.00,9.91
PROGRESSIVE REC CTR,7.47,7.11,0.00,7.26
SEVENTH DAY ADV CHR,4.84,5.07,0.00,4.96
POOLER CHRURCH,7.38,7.44,0.00,7.40
GARDEN CITY CITY HAL,12.91,11.94,0.00,12.40
COASTAL CATHEDRAL,8.19,9.77,0.00,9.07
CIVIC CENTER,2.74,2.16,0.00,2.38
BULL STREE BAPTIST,7.94,7.33,0.00,7.61
SILK HOPE BAPTIST,9.30,10.05,0.00,9.68
WEST BROAD STREET,6.49,9.38,0.00,8.29
TOMPKINS RECREATION,10.70,16.67,0.00,14.11
WOODVILLE-TOMPKINS,15.09,25.97,0.00,20.94
RESURRECTION OF OUR,13.94,22.48,0.00,18.65
MOSES JACKSON,14.97,22.54,0.00,19.52
CARVER HEIGHTS COMM,18.53,29.52,0.00,24.44
BUTLER ELEMENTARY SC,23.80,36.67,0.00,31.16
BEACH HIGH SCHOOL,7.68,11.64,0.00,9.93
SAVANNAH CHRISTIAN S,2.60,4.52,0.00,3.58
GARDEN CITY REC CTR,9.21,15.74,0.00,12.85
99999,0.00,0.00,0.00,0.00
TOTAL,12.14,13.29,5.62,12.77
