PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
HOLLIS HAND,34.25,32.28,0.00,33.13
ADMINISTRATION BLDG,7.91,8.80,0.00,8.43
HAMMETT RD,12.42,13.13,0.00,12.82
GRIGGS CENTER,5.25,8.30,0.00,7.03
WEST POINT,11.13,11.39,0.00,11.27
HOGANSVILLE,14.55,13.77,0.00,14.12
EAST VERNON,24.86,23.79,0.00,24.28
ROSEMONT,27.30,27.64,0.00,27.47
MOUNTVILLE,19.40,20.38,0.00,19.93
MCLENDON,22.50,21.50,0.00,21.95
LONG CANE,26.65,26.77,0.00,26.69
GARDNER NEWMAN,15.42,16.12,0.00,15.79
GRAY HILL,19.79,20.81,0.00,20.30
HIGHLAND,12.86,13.45,0.00,13.18
NORTHSIDE,22.84,22.64,0.00,22.72
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,19.05,18.74,0.00,18.87
