AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.97,2.86,0.00,0.00,4.92,3.63,4.16
25-29,0.00,1.61,2.63,0.00,5.26,2.54,0.00,2.25
30-34,0.00,2.88,0.00,0.00,5.00,6.52,1.85,5.49
35-39,8.33,5.29,0.00,0.00,0.00,8.63,6.60,7.87
40-44,5.88,10.04,0.00,0.00,7.14,8.98,3.85,8.63
45-49,9.52,12.28,0.00,0.00,0.00,13.00,7.03,12.32
50-54,11.11,11.06,16.13,0.00,16.67,14.91,13.89,14.21
55-59,0.00,19.25,16.00,0.00,9.09,17.45,5.62,17.14
60-64,7.69,19.70,14.29,0.00,6.67,25.21,14.74,23.61
65-OVER,5.56,25.64,13.79,0.00,10.53,34.46,20.00,32.48
TOTAL,5.71,13.26,6.50,0.00,5.26,17.43,7.69,16.00
