PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
MIRROR LAKE ELEMENTA,12.57,11.75,0.00,12.11
WINSTON,18.16,17.33,33.33,17.74
DAY STAR GYM,27.29,28.25,20.00,27.78
COLONIAL HILLS,4.28,4.51,0.00,4.40
EPHESUS BAPTIST CHUR,30.12,29.32,0.00,29.68
PRAYS MILL GYM,21.96,21.29,0.00,21.57
TURNER,15.43,15.51,0.00,15.46
FIRST BAPTIST LITHIA,20.60,18.46,0.00,19.47
COUNTY LINE BAPTIST,8.87,8.93,0.00,8.90
DEER LICK,16.72,15.01,0.00,15.79
GOLDEN METHODIST CH,9.43,10.49,0.00,10.06
OLD COURTHOUSE,14.53,14.50,0.00,14.50
BEULAH BAPTIST,21.28,20.22,0.00,20.69
STEWART,9.81,11.49,0.00,10.80
ARBOR STATION,12.81,11.78,0.00,12.22
BRIGHT STAR,19.29,19.09,0.00,19.17
DORSETT SHOALS,17.24,17.04,0.00,17.13
CHAPEL HILL,14.07,14.67,0.00,14.39
CHURCH AT CHAPEL HILL,15.78,15.39,0.00,15.56
CHESTNUT LOG,12.98,13.57,0.00,13.32
ST JULIANS EPISCOPAL,19.37,18.99,0.00,19.15
LUTHERAN CHURCH - GS,17.62,17.39,50.00,17.51
FIRST BAPTIST,24.25,25.34,0.00,24.80
FACTORY SHOALS,15.36,17.24,0.00,16.38
BOUNDARY WATERS,10.71,12.01,0.00,11.45
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,16.17,15.79,4.62,15.95
