AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.240,0.00,0.00,0.00,17.58,8.510,12.58
25-29,0.00,4.510,4.760,0.00,0.00,14.38,5.080,10.62
30-34,0.00,6.150,0.00,0.00,0.00,22.38,4.650,16.83
35-39,40.00,8.650,4.000,0.00,33.33,30.04,11.76,23.39
40-44,0.00,14.60,0.00,0.00,20.00,26.10,7.500,22.22
45-49,0.00,18.18,0.00,0.00,33.33,37.29,15.62,31.81
50-54,0.00,20.78,4.000,100.0,0.00,33.92,18.42,29.64
55-59,50.00,22.57,0.00,0.00,0.00,38.80,22.50,33.83
60-64,66.67,30.35,30.00,0.00,25.00,46.71,14.29,41.88
65-OVER,36.36,32.38,5.880,0.00,33.33,47.36,22.86,43.92
TOTAL,26.47,18.17,2.900,20.00,9.090,34.60,11.92,29.24
