AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,16.67,6.880,15.38,0.00,0.00,15.59,7.950,12.13
25-29,0.00,8.960,10.00,0.00,7.690,11.48,9.910,10.61
30-34,0.00,7.900,14.29,0.00,18.18,22.07,12.07,17.29
35-39,0.00,16.00,20.00,0.00,25.00,26.68,22.22,23.42
40-44,0.00,15.51,0.00,0.00,75.00,27.95,16.67,24.08
45-49,0.00,23.20,0.00,0.00,10.00,31.30,22.47,28.38
50-54,40.00,22.44,16.67,0.00,20.00,34.44,20.72,30.56
55-59,100.0,25.62,16.67,100.0,33.33,38.29,22.73,34.17
60-64,0.00,34.07,20.00,0.00,0.00,47.25,34.85,43.22
65-OVER,50.00,34.97,37.50,0.00,28.57,50.57,42.47,47.11
TOTAL,18.18,20.34,14.58,14.29,14.29,33.91,21.60,29.55
