PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SYLVANIA,18.38,21.13,0.00,19.97
HUNTERS,18.78,18.73,0.00,18.75
NEWINGTON,12.70,15.73,0.00,14.27
JENK HILL FIRE STA,17.75,17.15,0.00,17.42
ROCKY FORD,19.42,23.23,0.00,21.37
BAY BRANCH,19.29,21.99,0.00,20.66
HILTONIA,13.30,13.80,0.00,13.56
SCREVEN REC. DEPT.,13.23,11.71,0.00,12.44
GREENHILL CHURCH,20.58,21.25,0.00,20.92
SR CITIZENS CENTER,13.57,13.86,0.00,13.74
JACKSON FIRE STATION,21.08,21.23,0.00,21.15
FOY'S STORE,5.17,11.19,0.00,8.40
TOTAL,16.43,17.67,0.00,17.10
