AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,20.00,3.87,0.00,0.00,0.00,6.15,2.63,4.93
25-29,0.00,6.38,13.33,0.00,0.00,8.03,0.00,7.13
30-34,0.00,6.79,0.00,0.00,66.67,14.72,5.26,10.99
35-39,0.00,9.29,0.00,0.00,50.00,14.06,12.50,11.88
40-44,50.00,15.15,0.00,0.00,0.00,18.73,12.50,16.94
45-49,0.00,17.86,14.29,0.00,0.00,25.55,14.29,22.47
50-54,33.33,19.57,0.00,0.00,0.00,27.29,11.76,23.85
55-59,0.00,26.59,14.29,0.00,0.00,32.73,18.18,29.73
60-64,25.00,28.83,0.00,0.00,0.00,36.04,8.33,32.82
65-OVER,0.00,31.95,0.00,0.00,100.0,37.20,23.08,35.58
TOTAL,11.11,17.46,3.45,0.00,15.38,25.68,10.20,22.07
