PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1713,18.52,17.60,33.33,18.05
1923,15.72,14.07,0.00,14.83
1933,16.77,16.38,0.00,16.56
1943,21.88,20.83,0.00,21.31
2713,28.05,26.71,0.00,27.29
2923,33.21,30.76,0.00,31.90
2933,27.99,26.15,0.00,26.97
2943,30.54,28.62,33.33,29.48
2953,27.01,24.07,0.00,25.40
3713,12.66,10.93,0.00,11.71
3723,15.70,13.10,0.00,14.23
3733,17.41,15.53,0.00,16.39
3743,12.66,12.34,0.00,12.48
4913,13.28,11.90,0.00,12.46
4923,12.12,12.47,0.00,12.30
4933,11.49,10.50,0.00,10.91
5913,18.28,15.19,0.00,16.46
5923,11.67,11.84,0.00,11.76
5933,7.580,9.750,0.00,8.930
5943,6.370,8.540,0.00,7.640
88888,0.00,inf00,0.00,100.0
99999,0.00,0.00,0.00,0.00
TOTAL,18.45,17.06,4.650,17.67
