AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.490,4.350,33.33,0.00,10.07,3.730,6.140
25-29,0.00,0.860,2.170,33.33,3.770,6.900,3.690,4.140
30-34,0.00,1.820,0.00,0.00,0.00,12.97,6.930,8.270
35-39,4.550,3.890,6.450,0.00,8.330,18.66,10.22,12.42
40-44,10.53,5.650,8.330,0.00,9.090,23.55,11.70,16.55
45-49,9.380,7.740,25.00,0.00,20.00,26.52,17.50,19.93
50-54,0.00,7.680,12.50,100.0,6.670,27.97,11.36,20.09
55-59,0.00,10.03,3.120,0.00,7.690,29.02,15.57,22.24
60-64,0.00,14.26,23.08,0.00,18.18,34.04,12.61,27.20
65-OVER,13.33,19.07,14.29,0.00,7.140,40.07,14.29,34.48
TOTAL,4.020,7.340,7.920,18.75,5.490,26.02,9.620,18.87
