PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SYLVESTER,22.61,25.84,33.33,24.49
SCOOTERVILLE,27.13,24.51,0.00,25.83
MINTON,37.96,36.25,0.00,37.06
BRIDGEBORO,25.83,22.58,0.00,24.12
COUNTY LINE,18.56,16.00,0.00,17.18
ISABELLA,38.68,38.01,0.00,38.33
PINEY WOODS,18.80,20.13,0.00,19.52
SYLVESTER EAST,34.92,32.50,100.0,33.60
POULAN,32.61,28.37,0.00,30.37
SUMNER,26.21,25.25,0.00,25.70
SHINGLER,42.06,37.60,0.00,39.71
RED ROCK,24.19,21.38,0.00,22.73
DOLES,31.22,33.99,0.00,32.65
OAKFIELD,27.36,20.37,0.00,23.83
88888,0.00,0.00,0.00,0.00
WARWICK,25.69,28.37,0.00,27.09
99999,0.00,0.00,0.00,0.00
TOTAL,28.43,27.57,40.00,27.97
