PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,12.67,12.65,0.00,12.65
02,17.62,15.38,0.00,16.45
03,16.67,15.21,0.00,15.89
04,18.06,17.54,0.00,17.79
05,14.25,15.24,0.00,14.82
06,14.04,12.83,0.00,13.39
07,11.61,11.29,33.33,11.46
08,15.74,15.87,0.00,15.80
09,10.56,9.910,0.00,10.20
10,14.49,12.34,0.00,13.34
11,16.06,15.36,0.00,15.68
12,13.64,11.62,0.00,12.56
13,15.44,15.76,0.00,15.60
14,16.26,15.91,16.67,16.08
15,11.40,13.06,0.00,12.30
16,6.360,7.650,0.00,7.090
17,4.280,5.620,33.33,5.140
18,12.24,11.82,0.00,12.00
19,16.80,16.61,0.00,16.68
20,25.14,24.76,0.00,24.92
21,11.09,11.18,0.00,11.13
22,11.41,10.93,0.00,11.15
23,13.72,13.69,14.29,13.71
24,11.40,16.04,0.00,14.03
25,18.91,19.81,100.0,19.42
26,13.21,12.35,0.00,12.76
27,16.80,15.19,0.00,15.96
28,5.280,7.140,0.00,6.320
TOTAL,13.07,12.80,5.380,12.91
