AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.000,1.540,4.560,9.090,1.470,10.68,3.560,7.380
25-29,0.00,5.450,4.910,0.00,3.640,6.020,4.130,5.440
30-34,7.500,3.750,9.440,0.00,5.710,11.90,7.590,10.42
35-39,10.71,11.35,9.680,0.00,2.500,18.57,12.15,15.94
40-44,2.780,8.980,9.700,0.00,0.00,21.90,10.22,18.50
45-49,9.760,16.48,5.960,0.00,3.570,22.52,11.79,19.34
50-54,10.34,22.60,8.290,0.00,14.71,25.95,11.53,23.01
55-59,3.850,25.82,7.290,0.00,9.090,29.57,14.71,26.72
60-64,15.79,39.67,5.730,0.00,6.250,36.42,14.48,33.50
65-OVER,14.29,40.38,7.170,0.00,4.350,41.16,22.59,39.07
TOTAL,7.710,19.17,6.840,3.700,4.390,26.05,9.690,21.74
