AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,15.38,2.430,2.000,20.00,0.00,3.000,1.530,2.570
25-29,0.00,1.600,0.00,0.00,4.350,1.660,0.710,1.460
30-34,7.140,2.740,1.410,0.00,1.610,3.530,1.940,3.060
35-39,6.250,4.630,1.470,0.00,5.000,6.870,3.950,5.820
40-44,3.450,7.020,1.390,0.00,3.450,7.420,4.280,6.550
45-49,11.54,9.530,0.00,0.00,6.670,8.610,5.020,8.070
50-54,17.39,11.95,4.620,0.00,9.760,12.03,6.360,11.09
55-59,4.350,17.26,5.260,0.00,0.00,15.46,8.200,14.55
60-64,6.450,20.77,3.330,0.00,0.00,17.94,10.58,17.15
65-OVER,10.00,33.99,2.440,0.00,12.12,22.99,11.74,23.02
TOTAL,7.850,11.98,1.900,3.230,4.100,11.69,4.930,10.38
