AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.57,0.00,0.00,0.00,21.48,5.560,15.21
25-29,0.00,10.71,30.00,0.00,0.00,20.00,5.880,15.16
30-34,0.00,15.03,0.00,0.00,0.00,27.27,20.00,21.51
35-39,0.00,19.50,0.00,0.00,0.00,28.70,50.00,25.13
40-44,0.00,24.18,0.00,0.00,0.00,38.78,30.77,32.61
45-49,0.00,28.38,28.57,0.00,0.00,40.82,14.29,36.03
50-54,0.00,43.33,0.00,0.00,100.0,37.50,25.00,39.25
55-59,33.33,37.70,0.00,0.00,0.00,41.36,9.090,39.35
60-64,0.00,37.42,0.00,0.00,0.00,45.95,14.29,42.80
65-OVER,0.00,37.32,25.00,0.00,0.00,45.86,18.18,43.40
TOTAL,12.50,26.47,12.24,0.00,8.330,38.63,17.91,33.77
