AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,18.17,0.00,0.00,10.00,24.77,13.85,20.19
25-29,0.00,14.54,0.00,0.00,14.29,18.40,13.89,15.85
30-34,50.00,21.70,0.00,0.00,0.00,28.39,13.04,24.18
35-39,33.33,34.78,33.33,0.00,0.00,39.34,5.26,36.10
40-44,33.33,35.27,0.00,0.00,0.00,41.87,15.00,37.78
45-49,0.00,40.04,0.00,0.00,0.00,45.59,38.89,42.48
50-54,0.00,40.17,25.00,0.00,0.00,48.67,21.74,43.31
55-59,0.00,47.24,0.00,0.00,0.00,55.37,29.41,50.63
60-64,50.00,52.12,0.00,0.00,33.33,62.48,9.52,56.32
65-OVER,0.00,47.65,100.0,0.00,25.00,59.34,25.81,54.19
TOTAL,22.73,36.06,12.90,0.00,12.12,47.23,17.58,40.77
