AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.92,1.45,0.00,5.56,10.53,1.94,6.45
25-29,0.00,0.89,1.77,0.00,0.00,11.06,3.08,6.89
30-34,0.00,2.61,7.06,0.00,8.70,18.33,18.18,13.07
35-39,0.00,3.59,5.56,0.00,11.11,24.28,8.24,16.88
40-44,0.00,6.62,2.56,0.00,10.00,22.40,11.90,17.12
45-49,9.09,4.49,4.88,0.00,33.33,25.37,13.04,19.53
50-54,11.11,7.96,5.13,0.00,33.33,29.61,14.29,23.08
55-59,14.29,8.87,4.76,0.00,9.09,35.48,6.15,27.28
60-64,0.00,10.04,4.00,0.00,0.00,39.23,14.29,30.80
65-OVER,0.00,15.08,7.89,0.00,12.50,39.09,19.40,34.55
TOTAL,3.45,6.45,3.63,0.00,11.76,28.64,9.99,21.62
