PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1A,9.080,8.500,0.00,8.770
1B,12.05,12.84,0.00,12.45
1C,8.670,7.350,0.00,7.990
1D,6.790,6.050,0.00,6.400
2A,9.780,8.910,0.00,9.320
2B,8.930,9.170,0.00,9.050
2C,7.000,6.760,0.00,6.870
3A,16.67,14.56,100.0,15.71
3B,17.87,15.67,0.00,16.74
3C,17.40,19.73,0.00,18.63
3D,13.71,12.04,0.00,12.81
4A,13.50,13.59,0.00,13.53
4B,11.77,13.70,0.00,12.77
4C,8.860,7.810,0.00,8.300
5A,10.17,9.740,0.00,9.950
5B,8.280,8.130,0.00,8.200
5C,9.800,9.190,0.00,9.460
TOTAL,10.79,10.50,8.000,10.64
