AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,24.27,7.580,22.60
25-29,0.00,0.00,11.11,20.00,0.00,14.96,14.58,14.81
30-34,0.00,0.00,0.00,0.00,50.00,21.93,32.56,22.27
35-39,0.00,0.00,12.50,0.00,0.00,26.87,20.00,26.17
40-44,50.00,20.00,33.33,0.00,0.00,30.16,18.18,29.79
45-49,40.00,25.00,0.00,0.00,0.00,32.47,15.00,31.73
50-54,0.00,20.00,0.00,0.00,0.00,33.57,18.18,32.57
55-59,33.33,0.00,0.00,50.00,42.86,35.47,17.11,34.62
60-64,25.00,50.00,50.00,0.00,50.00,38.11,23.38,37.51
65-OVER,20.00,0.00,25.00,0.00,62.50,42.36,31.94,42.05
TOTAL,22.86,13.33,8.820,21.43,26.67,34.27,21.35,33.62
