AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.26,7.69,0.00,0.00,14.32,2.15,10.88
25-29,0.00,1.04,16.67,0.00,0.00,8.03,0.00,5.98
30-34,0.00,2.46,0.00,0.00,0.00,12.39,0.00,9.44
35-39,0.00,4.50,0.00,0.00,0.00,14.07,2.86,11.43
40-44,0.00,7.14,14.29,0.00,50.00,17.37,12.20,14.88
45-49,0.00,12.89,0.00,0.00,50.00,22.44,8.11,19.88
50-54,0.00,15.65,0.00,0.00,100.0,26.45,16.22,23.86
55-59,0.00,20.64,25.00,0.00,0.00,27.82,10.81,25.96
60-64,18.18,25.58,16.67,0.00,0.00,32.13,15.00,30.56
65-OVER,5.26,26.48,0.00,0.00,0.00,38.84,24.47,37.01
TOTAL,3.19,13.02,7.32,0.00,9.38,26.64,9.75,23.53
