AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,13.48,33.33,0.00,0.00,14.41,14.29,13.84
25-29,0.00,12.12,0.00,0.00,50.00,11.82,5.260,11.84
30-34,0.00,18.16,0.00,0.00,0.00,11.74,30.00,15.71
35-39,0.00,21.47,0.00,0.00,50.00,20.56,10.00,20.86
40-44,0.00,30.80,25.00,0.00,0.00,25.38,25.00,28.01
45-49,0.00,29.57,0.00,0.00,33.33,32.86,50.00,31.01
50-54,33.33,29.32,100.0,0.00,0.00,32.67,37.50,31.16
55-59,0.00,30.00,0.00,0.00,0.00,34.19,12.50,31.69
60-64,0.00,35.97,50.00,0.00,0.00,37.37,0.00,36.49
65-OVER,0.00,34.22,0.00,0.00,0.00,40.21,21.43,37.81
TOTAL,5.880,25.29,20.83,0.00,17.65,30.16,16.98,27.48
