PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SHAW,8.63,8.70,0.00,8.67
MOULTRIE,20.11,17.02,0.00,18.36
AUTREYVILLE,26.46,24.82,0.00,25.55
BRIDGECREEK,27.70,25.45,0.00,26.56
CROSLAND,27.43,20.00,0.00,23.39
DOERUN,23.67,18.31,0.00,20.69
FUNSTON,31.40,29.60,0.00,30.41
HAMILTON,20.68,16.39,0.00,18.50
HARTSFIELD,36.51,29.65,0.00,32.99
HOPEWELL,28.31,25.10,0.00,26.65
LEE,26.17,25.55,0.00,25.85
MILLCREEK,27.27,24.34,0.00,25.60
MONK,26.43,24.19,0.00,25.20
MURPHY,34.16,29.44,0.00,31.68
NORMAN PARK,22.60,20.30,0.00,21.33
ROBINSON,27.51,24.94,12.50,26.02
THIGPEN,27.00,30.43,0.00,28.84
TYTY,23.62,22.64,0.00,23.11
WARRIOR,31.54,28.82,0.00,30.05
TOTAL,23.15,20.37,7.14,21.62
