AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,50.00,0.00,9.51,4.15,8.36
25-29,25.00,0.00,11.11,0.00,0.00,7.78,4.84,7.46
30-34,33.33,0.00,0.00,0.00,16.67,14.25,10.23,13.77
35-39,14.29,0.00,0.00,0.00,25.00,15.79,15.87,15.61
40-44,0.00,0.00,14.29,0.00,0.00,19.49,24.29,19.52
45-49,0.00,0.00,0.00,0.00,0.00,21.20,11.32,20.27
50-54,0.00,0.00,0.00,0.00,0.00,22.21,5.06,20.53
55-59,100.0,33.33,0.00,0.00,0.00,30.89,18.87,30.32
60-64,0.00,0.00,0.00,0.00,0.00,34.88,12.50,33.19
65-OVER,25.00,7.69,0.00,0.00,20.00,35.07,33.33,34.75
TOTAL,17.65,5.00,3.77,16.67,11.11,23.56,12.67,22.41
