AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.65,1.80,1.97,0.00,8.33,4.74,2.56,3.76
25-29,2.16,1.24,0.54,0.00,4.35,3.87,3.46,3.33
30-34,2.80,2.80,0.62,0.00,0.00,6.01,1.44,4.99
35-39,0.00,3.47,1.37,0.00,3.03,8.81,4.01,7.45
40-44,0.00,7.35,3.62,0.00,0.00,12.74,3.49,10.88
45-49,1.92,4.75,3.88,0.00,4.55,12.70,4.50,10.66
50-54,5.36,9.33,3.57,0.00,0.00,14.79,9.09,13.17
55-59,2.08,10.61,1.19,0.00,0.00,16.66,6.70,14.79
60-64,2.56,15.34,4.84,0.00,5.56,22.74,6.45,20.44
65-OVER,8.70,15.89,6.06,0.00,3.85,32.68,17.40,29.77
TOTAL,2.61,7.15,2.42,0.00,3.48,15.26,5.58,12.89
