PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ANNEX,30.19,30.96,0.00,30.56
COLHAM FERRY,30.19,28.31,33.33,29.22
ANTIOCH,32.77,27.97,0.00,30.29
FARMINGTON,27.12,31.35,0.00,29.18
BISHOP,22.88,23.92,0.00,23.42
HIGH SHOALS,28.32,29.28,0.00,28.76
NORTH OCONEE,25.96,22.10,0.00,23.91
DARK CORNER,22.92,22.38,0.00,22.62
BOGART,20.02,19.81,0.00,19.89
MALCOM BRIDGE,21.75,19.85,0.00,20.70
ATHENS ACADEMY,26.72,26.21,0.00,26.39
CIVIC CENTER,30.52,29.64,0.00,29.99
CITY HALL,26.52,23.47,0.00,24.74
99999,0.00,0.00,0.00,0.00
TOTAL,26.29,25.30,2.44,25.73
