AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.95,3.07,5.12,5.00,1.85,6.06,3.24,4.87
25-29,1.85,2.73,1.10,0.00,1.95,3.67,2.13,3.19
30-34,2.26,3.56,0.83,0.00,3.68,5.98,3.05,5.00
35-39,0.56,6.58,4.85,0.00,1.56,8.38,4.63,7.31
40-44,6.40,6.62,5.35,14.29,3.36,10.58,5.85,9.14
45-49,6.63,10.82,8.72,25.00,7.61,14.45,7.47,12.87
50-54,10.15,15.45,4.49,16.67,9.89,19.49,9.69,17.46
55-59,10.42,19.71,13.38,0.00,7.69,24.79,9.84,22.37
60-64,13.13,27.32,8.89,33.33,12.93,30.15,13.27,27.94
65-OVER,11.47,28.78,13.79,14.29,13.82,37.91,17.85,34.82
TOTAL,6.99,12.30,5.68,8.99,5.95,18.72,6.74,15.95
