AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,11.11,2.50,1.65,33.33,20.00,13.60,5.02,11.76
25-29,0.00,3.77,0.00,0.00,7.14,12.88,8.87,11.45
30-34,9.38,7.69,1.61,100.0,11.11,18.43,10.81,16.98
35-39,11.11,10.64,0.00,0.00,0.00,23.78,9.28,21.50
40-44,36.36,15.15,8.11,0.00,9.09,29.77,17.39,28.30
45-49,25.00,11.63,6.82,0.00,0.00,34.19,18.52,31.88
50-54,15.00,12.50,0.00,0.00,0.00,35.81,15.19,33.76
55-59,21.43,14.63,8.00,0.00,33.33,38.30,25.00,36.82
60-64,23.33,19.51,6.25,50.00,16.67,43.15,21.35,41.15
65-OVER,29.79,27.50,3.33,0.00,37.50,45.71,35.23,44.87
TOTAL,19.03,13.74,2.54,33.33,14.85,33.80,16.37,31.61
