AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.060,0.00,0.00,25.00,11.44,3.120,8.490
25-29,0.00,3.850,14.29,0.00,0.00,9.380,0.00,7.160
30-34,0.00,6.370,11.11,0.00,100.0,13.98,0.00,10.74
35-39,0.00,9.040,0.00,0.00,0.00,15.71,12.50,12.87
40-44,0.00,8.280,0.00,0.00,0.00,20.69,0.00,15.96
45-49,0.00,10.53,0.00,0.00,0.00,21.45,12.50,17.56
50-54,0.00,16.40,0.00,0.00,0.00,24.93,40.00,22.18
55-59,0.00,20.72,33.33,0.00,0.00,27.61,0.00,24.43
60-64,0.00,29.81,0.00,0.00,0.00,32.37,16.67,30.71
65-OVER,0.00,26.84,0.00,0.00,33.33,36.56,10.71,33.36
TOTAL,0.00,16.00,7.140,0.00,25.00,25.27,9.400,21.57
