AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.140,0.00,0.00,1.320,3.520,3.720,4.730
25-29,0.00,4.670,5.360,0.00,2.670,3.740,1.720,4.370
30-34,0.00,8.780,5.360,0.00,10.81,6.100,5.370,7.950
35-39,5.880,15.35,5.260,0.00,13.64,9.140,4.220,13.38
40-44,0.00,20.23,6.670,0.00,8.330,9.510,10.90,16.94
45-49,5.260,24.26,0.00,0.00,0.00,11.53,11.36,19.89
50-54,0.00,30.96,4.760,0.00,17.65,13.76,12.69,25.09
55-59,9.090,35.12,31.03,0.00,5.880,18.38,12.98,28.34
60-64,10.53,40.33,15.79,0.00,9.090,27.87,20.83,34.79
65-OVER,13.89,43.15,11.54,100.0,8.000,33.49,21.49,37.55
TOTAL,4.440,21.48,7.260,5.000,5.920,19.90,9.370,20.36
