PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1006,14.55,14.37,0.00,14.44
1111,12.63,10.53,0.00,11.48
1122,14.78,12.33,0.00,13.48
1152,22.19,20.12,0.00,21.17
1163,24.46,20.31,0.00,22.28
1240,12.98,10.31,0.00,11.53
1371,17.61,12.15,0.00,14.81
1483,19.92,17.13,0.00,18.45
1496,12.08,9.600,0.00,10.76
1533,17.79,16.41,0.00,17.06
1540,16.53,17.39,0.00,16.98
1542,18.68,16.50,0.00,17.54
501,10.33,9.710,0.00,10.00
640,14.77,15.68,0.00,15.25
641,9.530,10.67,0.00,10.12
642,10.97,10.65,0.00,10.78
649,9.040,8.030,0.00,8.500
650,9.520,9.730,0.00,9.630
682,18.76,17.00,0.00,17.83
713,21.61,21.29,0.00,21.43
714A1,2.500,4.130,0.00,3.420
714A2,15.87,11.92,0.00,13.56
714A3,15.74,12.56,0.00,13.94
714A4,15.33,11.01,0.00,12.83
714A5,15.57,15.62,0.00,15.60
714A6,21.44,20.96,0.00,21.14
714BN,15.01,14.55,0.00,14.76
714BW,21.17,19.69,0.00,20.39
715,22.49,21.00,0.00,21.67
716,10.38,11.39,0.00,10.91
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,14.42,13.12,0.00,13.71
