PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BACONTON,0.00,20.65,0.00,0.00,0.00,20.28,3.57,19.80
BRANCHVILLE,0.00,13.91,20.00,0.00,0.00,30.29,14.29,26.50
CAMILLA NORTH,0.00,27.30,16.67,0.00,0.00,33.55,12.50,27.79
CAMILLA SOUTH,4.35,23.31,21.43,0.00,25.00,31.62,15.69,26.86
COTTON,0.00,0.00,11.11,0.00,0.00,26.06,9.09,24.93
HOPEFUL,0.00,23.19,0.00,0.00,0.00,28.52,9.09,26.29
HINSONTON,0.00,30.00,0.00,0.00,0.00,36.69,0.00,35.76
LESTER,0.00,13.90,0.00,0.00,0.00,12.76,0.00,12.28
PEBBLE CITY,0.00,5.88,0.00,0.00,0.00,36.15,0.00,30.97
PELHAM,28.57,27.07,0.00,0.00,0.00,17.33,8.77,21.62
SALE CITY,0.00,28.81,0.00,0.00,0.00,21.77,0.00,22.19
TOTAL,6.82,24.77,6.12,0.00,8.70,23.96,9.56,23.66
