AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.020,4.130,1.950,1.790,2.760,5.410,2.650,4.010
25-29,1.410,2.600,1.660,1.670,2.330,3.990,2.310,2.880
30-34,2.470,4.550,3.060,1.920,2.810,5.600,3.430,4.640
35-39,5.300,7.330,3.810,0.00,6.680,8.620,4.950,7.370
40-44,6.570,10.71,7.040,8.330,6.530,12.38,5.780,10.59
45-49,5.670,14.48,6.500,17.65,7.190,15.38,6.310,13.78
50-54,5.300,18.24,6.530,0.00,10.80,16.83,6.920,16.56
55-59,5.850,21.89,6.110,3.450,12.95,20.73,8.020,20.14
60-64,4.600,28.91,8.550,7.140,12.57,25.35,10.99,25.92
65-OVER,4.480,33.02,7.800,4.440,12.31,31.31,13.98,30.27
TOTAL,4.180,14.41,4.520,4.030,6.270,16.78,5.610,13.93
