AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,12.50,10.00,33.33,100.0,31.25,15.00,25.79
25-29,0.00,0.00,0.00,0.00,0.00,26.67,13.33,21.25
30-34,0.00,8.330,16.67,0.00,0.00,36.73,26.67,32.62
35-39,0.00,33.33,0.00,0.00,50.00,46.40,0.00,40.67
40-44,0.00,40.00,44.44,0.00,25.00,44.52,14.29,42.44
45-49,0.00,50.00,20.00,0.00,0.00,50.43,22.22,46.38
50-54,0.00,50.00,33.33,0.00,0.00,49.68,28.57,48.31
55-59,0.00,61.54,0.00,0.00,0.00,48.61,0.00,47.27
60-64,0.00,36.36,100.0,0.00,0.00,59.69,20.00,56.46
65-OVER,0.00,61.90,66.67,0.00,50.00,57.81,16.67,57.43
TOTAL,0.00,40.62,16.30,25.00,23.53,47.14,16.49,43.37
