PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
FBC - FLC,37.91,37.69,33.33,37.78
CALHOUN PARK,21.35,23.44,0.00,22.59
FIRE DEPT STA #5,40.85,40.93,0.00,40.88
BAILEY,46.65,45.27,0.00,45.92
BUCKEYE,30.12,36.56,0.00,33.52
BURCH,39.26,44.69,0.00,42.11
BURGAMY,39.26,39.95,0.00,39.63
CADWELL,40.82,45.48,0.00,43.33
BREWTON,36.18,37.43,0.00,36.84
DUDLEY,46.59,44.73,0.00,45.60
HAMPTON MILL,41.99,39.46,0.00,40.69
HARVARD,39.01,38.92,0.00,38.96
MINTER,36.61,34.88,0.00,35.74
RURAL FIRE STA #17,34.14,32.29,0.00,33.14
REEDY SPRINGS,40.58,39.51,0.00,39.97
SMITH,29.03,29.01,0.00,29.02
LCFS #10,36.27,36.11,0.00,36.18
99999,0.00,0.00,0.00,0.00
TOTAL,34.96,34.63,14.29,34.77
