PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ADAIRSVILLE,14.82,12.93,0.00,13.81
ALLATOONA,8.20,6.76,0.00,7.46
CARTERSVILLE EAST,18.57,16.54,0.00,17.45
CARTERSVILLE WEST,22.72,20.06,0.00,21.26
BEAVERS DRIVE,20.12,18.18,0.00,19.12
CENTER,19.70,17.13,0.00,18.36
EMERSON,15.77,14.12,0.00,14.93
EUHARLEE,16.15,14.41,0.00,15.25
FOLSOM,22.00,17.48,0.00,19.67
KINGSTON,21.34,18.52,0.00,19.89
MISSION ROAD,19.82,18.13,25.00,18.93
PINE LOG,20.70,19.98,50.00,20.37
TAYLORSVILLE,21.93,18.28,0.00,20.02
WHITE,21.46,18.48,0.00,19.97
ZENA DRIVE,12.60,10.75,33.33,11.59
CASSVILLE,14.66,14.24,0.00,14.44
WOODLAND,18.72,16.84,0.00,17.71
88888,100.0,0.00,0.00,100.0
99999,0.00,0.00,0.00,0.00
TOTAL,17.70,15.68,9.68,16.63
