PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
WYNNTON/BRITT,0.00,14.80,1.64,0.00,6.00,22.09,8.17,16.32
CARVER/MACK,7.69,17.41,2.94,0.00,4.17,7.09,4.33,15.80
ST JOHN/BELVEDERE,4.55,25.40,10.91,0.00,1.72,11.72,12.38,23.21
BRITT DAVID,4.88,9.31,6.19,0.00,5.13,13.42,2.88,11.63
ST. PETER,4.76,13.23,3.66,0.00,6.67,17.96,3.76,15.80
CORNERSTONE,1.32,15.24,2.17,0.00,5.33,10.76,4.65,10.42
COLUMBUS TECH,20.00,6.82,3.00,0.00,6.12,8.47,2.11,7.48
ST MARK/HEIFERHORN,1.85,19.90,4.84,0.00,2.99,15.62,5.97,14.77
WYNNBROOK,3.30,22.92,3.03,0.00,5.71,27.49,6.61,24.86
CUSSETA RD,0.00,11.08,3.67,0.00,0.00,7.19,4.73,10.24
NATIONAL INFANTRY,6.38,9.30,0.47,14.29,2.33,1.47,2.39,6.96
EDDY/KEY,8.89,8.28,3.16,0.00,5.13,12.46,4.98,8.82
MT PILGRIM,5.71,20.86,3.74,0.00,3.57,5.33,8.07,18.53
FAITH TABERNACLE,0.00,18.53,4.55,0.00,0.00,9.55,8.61,16.57
FORT/WADDELL,1.37,17.99,0.99,0.00,2.94,5.70,6.16,13.15
ROTHSCHILD,10.14,15.51,3.33,0.00,6.67,11.27,5.56,13.84
GENTIAN/REESE @LDS,11.43,15.43,4.23,33.33,1.02,16.43,5.51,14.91
ST PAUL/CLUBVIEW,4.84,11.67,6.25,0.00,6.67,24.06,8.07,20.54
MOON/MORNINGSIDE,0.00,11.63,4.17,0.00,4.35,13.81,6.58,12.40
ST ANDREWS/MIDLAND,1.83,17.47,3.88,0.00,3.48,12.08,5.46,11.91
SALVATION ARMY,2.35,15.62,1.79,0.00,0.00,11.38,5.69,11.41
FIRST AFRICAN,0.00,5.13,2.78,25.00,0.00,16.80,3.74,9.07
EPWORTH UMC,6.45,6.73,4.08,0.00,0.00,14.39,4.44,11.61
MARIANNA GALLOPS,10.00,9.47,2.27,0.00,0.00,12.24,5.82,10.03
EDGEWOOD BAPTIST,23.53,20.69,2.41,0.00,4.88,11.77,3.80,15.20
PSALMOND/MATHEWS,2.99,24.40,4.27,50.00,3.80,13.59,7.59,15.30
88888,0.00,0.00,0.00,0.00,0.00,inf00,0.00,16.67
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,4.01,15.54,3.38,4.71,3.53,14.40,5.76,13.88
