AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,66.67,4.14,0.00,0.00,6.67,14.16,5.80,10.34
25-29,0.00,6.21,11.11,0.00,0.00,13.82,6.38,10.65
30-34,0.00,9.26,0.00,0.00,0.00,18.07,11.63,14.74
35-39,100.0,8.94,50.00,0.00,66.67,24.80,20.83,20.66
40-44,20.00,20.41,33.33,0.00,33.33,30.90,4.55,27.46
45-49,0.00,19.07,20.00,0.00,33.33,29.41,20.00,26.55
50-54,0.00,25.17,0.00,0.00,16.67,27.52,18.18,26.37
55-59,0.00,28.43,0.00,0.00,16.67,36.69,21.43,34.02
60-64,0.00,26.72,0.00,0.00,0.00,40.97,9.38,36.57
65-OVER,0.00,34.27,0.00,0.00,7.14,47.04,19.57,43.80
TOTAL,14.81,18.77,7.84,0.00,14.06,32.28,12.93,27.97
