PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1A,8.76,8.63,0.00,8.68
GAINES SCHOOL,7.25,6.58,0.00,6.87
WHIT DAVIS SCHOOL,7.50,7.36,0.00,7.42
1D,11.86,11.33,0.00,11.56
2A,4.71,4.85,0.00,4.78
2B,2.16,3.81,0.00,3.07
3A,3.80,4.89,0.00,4.41
3B,2.57,2.50,0.00,2.53
4A,2.60,2.69,0.00,2.64
4B,4.94,4.76,0.00,4.83
5A,10.41,10.85,0.00,10.62
5B,10.23,9.77,0.00,9.95
5C,8.17,7.86,0.00,8.01
5D,6.47,7.44,0.00,7.02
6A,8.19,7.59,0.00,7.85
GEORGIA SQUARE MALL,8.71,7.50,0.00,8.04
6C,9.57,8.37,0.00,8.90
6D,9.96,9.20,0.00,9.53
TIMOTHY ELEMENTARY,9.38,9.21,25.00,9.31
7B,8.83,8.59,0.00,8.69
7C,10.82,9.25,12.50,10.00
88888,0.00,0.00,0.00,0.00
8A,10.74,11.45,33.33,11.15
8B,11.82,14.08,0.00,13.01
8C,4.85,7.00,0.00,6.02
99999,0.00,0.00,0.00,0.00
TOTAL,7.27,7.33,2.65,7.30
