AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,2.91,2.41,0.0,2.64,2.94,0.0,0.0,4.76,0.0,1.75,2.22,0.0,2.08,1.95,0.0,5.0,5.87,0.0,4.6,3.56,4.01
25-29,0.0,2.31,2.32,0.0,2.88,1.47,0.0,2.78,0.0,0.0,1.28,2.14,0.0,1.92,0.81,0.0,3.58,4.49,0.0,3.15,1.92,2.88
30-34,0.0,3.6,3.24,0.0,3.53,1.69,0.0,3.33,0.0,0.0,2.42,4.01,0.0,2.59,2.35,0.0,5.47,5.75,0.0,5.6,3.12,4.64
35-39,0.0,5.6,4.31,0.0,7.58,5.54,0.0,0.0,0.0,0.0,3.85,3.76,0.0,5.07,5.62,0.0,9.51,7.67,0.0,9.0,4.99,7.37
40-44,0.0,6.94,4.73,0.0,5.78,7.48,0.0,0.0,15.79,0.0,7.48,6.54,0.0,8.01,4.95,0.0,13.33,11.41,0.0,13.07,7.48,10.59
45-49,0.0,7.29,5.47,0.0,6.29,8.27,0.0,14.29,23.08,0.0,6.42,6.58,0.0,5.22,6.11,0.0,16.45,14.31,0.0,16.83,11.34,13.78
50-54,0.0,7.77,6.11,0.0,8.55,13.42,0.0,0.0,0.0,0.0,7.93,5.14,0.0,6.49,4.12,0.0,16.79,16.87,0.0,20.55,15.08,16.56
55-59,0.0,9.13,6.95,0.0,15.73,9.5,0.0,0.0,6.67,0.0,6.06,6.17,0.0,6.12,5.56,0.0,20.7,20.77,0.0,24.63,18.0,20.14
60-64,0.0,13.05,9.12,0.0,13.23,11.72,0.0,9.09,0.0,0.0,9.88,7.19,0.0,3.83,5.45,0.0,25.63,25.04,0.0,32.02,24.18,25.92
65-OVER,0.0,14.7,13.18,0.0,12.11,12.59,0.0,5.56,3.7,0.0,7.56,8.16,0.0,4.72,4.24,0.0,29.67,33.52,0.0,33.64,32.01,30.27
TOTAL,0.0,6.24,4.99,0.0,6.33,6.18,0.0,3.11,5.23,0.0,4.42,4.65,0.0,4.41,3.93,0.0,16.86,16.69,0.0,16.36,11.71,13.93
