AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.00,2.170,0.00,0.00,0.00,13.87,5.770,9.130
25-29,0.00,2.270,0.00,0.00,0.00,8.850,4.650,6.370
30-34,0.00,5.150,5.260,0.00,0.00,17.55,3.700,12.66
35-39,0.00,12.50,0.00,0.00,0.00,21.28,15.15,17.82
40-44,0.00,7.340,0.00,0.00,0.00,26.55,10.26,20.05
45-49,0.00,10.23,12.50,0.00,0.00,32.66,7.410,26.32
50-54,20.00,18.02,0.00,0.00,0.00,27.67,10.71,24.05
55-59,0.00,13.56,0.00,0.00,0.00,33.82,11.11,27.42
60-64,0.00,25.18,0.00,0.00,0.00,39.83,12.50,34.25
65-OVER,50.00,20.23,18.18,0.00,0.00,41.72,20.00,37.03
TOTAL,15.00,12.68,3.810,0.00,0.00,30.09,9.660,24.20
