AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.050,6.180,2.140,14.29,8.160,5.890,3.970,5.640
25-29,2.000,4.000,1.380,25.00,3.310,2.860,2.410,3.340
30-34,4.880,7.520,5.660,0.00,0.00,4.810,4.640,6.140
35-39,0.00,12.33,2.040,33.33,7.460,9.350,8.400,10.67
40-44,10.91,17.20,4.600,0.00,4.230,11.67,10.29,14.62
45-49,5.360,21.89,6.120,0.00,17.74,15.63,12.28,18.58
50-54,6.250,25.16,7.450,50.00,10.34,18.86,16.52,21.48
55-59,6.980,28.83,10.29,0.00,22.50,22.24,18.37,24.46
60-64,12.50,34.95,4.550,0.00,16.67,25.31,18.68,27.86
65-OVER,10.17,38.99,7.870,20.00,7.690,30.77,21.41,31.78
TOTAL,6.870,19.43,4.520,16.13,8.310,19.45,11.29,17.94
