AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,9.33,0.00,0.00,0.00,20.47,10.64,15.94
25-29,0.00,10.69,0.00,0.00,0.00,21.89,21.74,17.70
30-34,0.00,13.97,0.00,0.00,0.00,18.42,13.64,16.33
35-39,50.00,26.21,0.00,0.00,0.00,24.19,10.00,24.05
40-44,0.00,29.46,0.00,0.00,0.00,25.00,21.43,26.00
45-49,33.33,29.85,0.00,0.00,0.00,33.21,22.73,31.53
50-54,0.00,36.65,0.00,0.00,100.0,41.62,21.43,38.95
55-59,0.00,42.02,0.00,0.00,0.00,36.57,18.18,36.95
60-64,0.00,49.35,0.00,0.00,100.0,46.56,31.25,46.65
65-OVER,16.67,53.14,0.00,0.00,0.00,51.50,32.00,51.05
TOTAL,16.67,33.35,0.00,0.00,12.50,37.53,20.42,35.26
