PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ALTO PARK,21.69,20.97,0.00,21.29
ARMUCHEE,18.82,15.76,100.0,17.30
BARKERS,18.59,17.71,0.00,18.14
CAVE SPRING,23.37,23.81,0.00,23.60
CHULIO,19.69,18.81,0.00,19.24
ETOWAH,18.36,18.77,0.00,18.58
EVERETT SPRINGS,19.64,15.22,0.00,17.28
FLOYD SPRINGS,21.17,18.50,0.00,19.78
FOSTER'S MILL,17.85,18.38,100.0,18.22
GARDEN LAKES,15.91,17.12,0.00,16.57
GLENWOOD,15.84,12.67,0.00,14.10
HOWELL,19.87,15.12,0.00,17.36
EAST LINDALE,19.80,15.92,0.00,17.69
MT ALTO NORTH,13.27,11.24,0.00,12.13
MT ALTO SOUTH,17.22,16.01,33.33,16.57
NORTH CAROLINA,17.31,14.97,0.00,16.08
RIVERSIDE,19.60,17.51,0.00,18.34
EAST ROME,16.93,14.51,50.00,15.56
NORTH ROME,18.92,17.31,0.00,17.95
SOUTH ROME,8.22,9.13,0.00,8.73
TEXAS VALLEY,24.08,18.41,0.00,21.20
VANNS VALLEY,16.89,15.79,0.00,16.32
WATTERS,14.35,13.43,0.00,13.87
WEST LINDALE,16.44,15.50,0.00,15.92
TOWN ROME,16.67,14.04,0.00,15.20
TOTAL,17.56,15.87,28.57,16.64
