AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.88,0.60,0.38,0.00,1.45,4.80,2.25,3.33
25-29,0.00,0.43,0.13,0.00,2.53,2.77,1.22,2.12
30-34,0.00,0.95,0.61,0.00,2.63,4.53,2.55,3.58
35-39,0.00,1.36,0.39,0.00,0.00,6.12,2.91,4.83
40-44,0.00,1.37,1.02,0.00,4.00,9.48,3.25,7.63
45-49,0.00,2.26,0.99,0.00,5.26,11.75,4.27,9.59
50-54,1.45,2.88,0.29,0.00,2.86,15.60,6.98,13.16
55-59,6.49,3.37,2.32,0.00,7.55,19.44,10.05,16.91
60-64,7.14,6.58,1.05,0.00,4.88,25.05,14.45,22.46
65-OVER,2.44,7.71,2.30,100.0,15.69,33.24,19.72,30.77
TOTAL,1.63,2.75,0.70,7.41,3.91,16.99,6.41,13.89
