AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.12,0.00,0.00,0.00,5.53,3.10,3.96
25-29,5.00,0.13,0.00,0.00,0.00,4.10,3.24,3.24
30-34,0.00,0.48,3.17,0.00,0.00,6.57,6.36,5.53
35-39,0.00,0.93,2.50,0.00,8.11,9.68,5.08,7.57
40-44,4.35,1.68,6.12,0.00,7.14,12.48,6.48,9.93
45-49,21.74,2.79,9.09,0.00,7.41,15.88,5.69,12.51
50-54,4.35,2.27,4.76,0.00,7.69,20.17,10.38,16.33
55-59,0.00,4.73,4.76,0.00,17.39,27.76,13.06,23.32
60-64,5.88,4.86,10.00,0.00,5.56,34.04,20.20,28.94
65-OVER,9.68,5.91,15.22,0.00,13.64,41.73,26.73,36.90
TOTAL,4.45,2.34,4.74,0.00,5.86,21.14,9.33,16.76
