AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.69,0.37,0.35,0.00,2.48,3.82,3.08,3.32
25-29,2.83,0.33,0.25,9.09,2.78,2.97,2.31,2.67
30-34,3.01,0.69,0.86,11.11,1.60,4.78,3.40,4.24
35-39,4.35,1.00,1.13,0.00,4.29,6.56,3.00,5.70
40-44,3.15,2.33,2.59,14.29,7.81,9.61,6.54,8.61
45-49,5.33,2.67,2.90,0.00,9.49,12.51,6.97,11.24
50-54,5.56,3.59,2.98,28.57,14.29,16.35,11.17,15.05
55-59,6.45,4.93,4.35,0.00,13.79,21.07,10.91,19.47
60-64,4.35,3.66,5.16,20.00,18.99,24.86,16.64,23.23
65-OVER,8.66,6.62,10.57,20.00,22.52,33.51,22.63,31.82
TOTAL,4.44,2.39,2.46,8.43,9.02,15.55,8.34,13.90
