AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,14.83,9.79,17.37,16.92,14.37,21.97,13.15,16.06
25-29,11.60,10.20,13.66,11.95,12.99,19.45,14.26,15.25
30-34,11.67,15.25,16.18,14.03,15.80,24.81,17.78,20.26
35-39,14.94,20.14,18.18,17.42,19.42,29.70,20.06,24.79
40-44,15.32,24.65,20.69,16.94,21.28,34.31,21.89,29.11
45-49,16.67,27.88,22.80,19.88,24.74,39.03,24.32,33.43
50-54,17.65,31.56,24.00,22.04,27.61,43.85,26.50,37.90
55-59,16.55,35.28,25.55,24.47,29.55,47.75,29.02,42.01
60-64,15.79,41.17,26.92,21.27,30.20,52.65,32.73,47.44
65-OVER,15.57,43.24,26.28,28.19,31.16,53.98,37.73,50.13
TOTAL,15.00,25.42,19.74,18.73,21.03,39.83,22.08,32.95
